,article,title,link,summary,stock
15,SK하이닉스_6,외국인 입맛 변했나…車·조선·바이오 집중매수,https://n.news.naver.com/mnews/article/015/0005163199?sid=101,"외국인은 5~6월 <b>SK하이닉스</b>를 2조6573억원, 삼성전자를 1조4797억원어치 순매수했다. 반도체 투톱에 사실상 ‘올인’했던 것이다. 하지만 최근엔 반도체 편식에서 벗어나 다양한 종목으로 분산투자하는 모습을 보이고... ",SK하이닉스
16,SK하이닉스_7,&quot;1년 내내 교섭만 할 판&quot;…하청많은 자동차·철강·조선 치명상,https://n.news.naver.com/mnews/article/011/0004514003?sid=101,"<b>SK하이닉스</b>는 1차 협력사만 1806곳, 현대차·기아는 국내 374곳(해외 1120곳), 현대제철은 597곳을 두고 있다. 삼성전자와 포스코도 부품 협력사만 각각 2503곳, 1663곳에 달한다. 특히 조선은 도급 등을 통해 같은 사업장 내에서... ",SK하이닉스
17,SK하이닉스_8,HBM 세계 1등 꿈 이루려 구성원 똘똘 뭉쳤죠,https://n.news.naver.com/mnews/article/009/0005531818?sid=101,<b>SK하이닉스</b> 전직 임원들 '신뢰 게임' 책 출간 화제 SK 반도체 '톱팀' 출신 3인방 하이닉스 성공 비결 직접 분석 기술 잘 아는 CEO가 중심 잡고 끝장 보는 토론문화 사내 정착 LG·현대·SK 출신 합병후 원팀 해낼 수 있다는... ,SK하이닉스
18,SK하이닉스_9,“초격차 지킬 시간이 없다...K반도체에 300mm 공공팹 단비를”,https://n.news.naver.com/mnews/article/009/0005531803?sid=105,"삼성전자·<b>SK하이닉스</b> 300mm 있지만 산업 전반에 개방할 수는 없는 상황 소부장 밸류체인 완결위해서도 필 특히 최근 인공지능(AI) 반도체 분야에서 초고속 데이터 처리와 대용량 메모리 접근을 위한 고집적화, 고대역폭... ",SK하이닉스
19,SK하이닉스_10,목표가 올렸다가 3주도 안 돼 하향…씨티의 ‘오락가락’ <b>SK</b>하닉 전망,https://n.news.naver.com/mnews/article/011/0004513972?sid=101,글로벌 투자은행(IB) 씨티그룹이 <b>SK하이닉스</b>(000660)에 대한 목표주가를 3주만에 12% 내리면서 투자자의 혼란이 커지고 있다. 불과 3주 전인 이달 초 고대역폭메모리(HBM) 주도권이 당분간 지속될 것이라며 목표가를... ,SK하이닉스
20,LG에너지솔루션_1,7월 들어 최고 수익률 기록한 이차전지株…향후 리스크와 호재는? [투자...,https://n.news.naver.com/mnews/article/016/0002505592?sid=101,"해당 지수는 <b>LG에너지솔루션</b>, POSCO홀딩스, LG화학, SK이노베이션, 삼성SDI, 포스코퓨처엠, 에코프로비엠, 에코프로, SKC, 에코프로머티 등 기업으로 구성돼 있다. 지난해 내리막길을 걸었던 이차전지 주가는 올해... ",LG에너지솔루션
21,LG에너지솔루션_2,SK온·SK엔무브 '합병설'…SK이노 &quot;다양한 전략 검토 중&quot;,https://n.news.naver.com/mnews/article/421/0008395204?sid=101,"SK온은 올해 1분기 기준 부채비율이 251%에 달해 <b>LG에너지솔루션</b>(99.23%), 삼성SDI(89.02%)에 비해 높다. 반면 SK엔무브는 최근 3년간 연평균 1조 원 안팎의 영업이익을 거두며 안정적인 수익성을 보이고 있다. 기술적... ",LG에너지솔루션
22,LG에너지솔루션_3,2분기 양극재 수출 10% 증가,https://n.news.naver.com/mnews/article/030/0003335534?sid=105,"국내에서 생산된 양극재는 <b>LG에너지솔루션</b>, 삼성SDI, SK온 해외 공장으로 대부분 수출되는 만큼 양극재 수출량은 배터리 생산량의 선행 지표로 볼 수 있다. 전방 시장인 전기차 시장 수요 둔화가 장기화되면서... ",LG에너지솔루션
23,LG에너지솔루션_4,증시 수익률 1위 ‘이차전지주’… “상승폭 과다” vs “ESS 주목”,https://n.news.naver.com/mnews/article/082/0001337352?sid=101,"해당 지수는 <b>LG에너지솔루션</b>, POSCO홀딩스, LG화학, SK이노베이션, 삼성SDI, 포스코퓨처엠, 에코프로비엠, 에코프로, SKC, 에코프로머티 등 기업으로 구성돼 있다. 이들 10개 기업의 시가총액 총합은 203조 4760억 원으로... ",LG에너지솔루션
24,LG에너지솔루션_5,"<b>LG에너지솔루션</b>, 2분기 영업이익 4천922억원 달성",https://www.jbnews.com/news/articleView.html?idxno=1484482,"［중부매일 김미나 기자］ 청주 오창에 생산공장을 둔 <b>LG에너지솔루션</b>이 어려운 경영 환경 속에서도 2025년 2분기 영업이익 4천922억원을 달성하며 의미 있는 실적 개선을 이뤄냈다. 특히 북미 지역 생산 확대, 글로벌... ",LG에너지솔루션
25,LG에너지솔루션_6,"충북TP·<b>LG</b>엔솔, 노동부와 함께 안전문화 확산 활동",https://www.jbnews.com/news/articleView.html?idxno=1484481,［중부매일 이지효 기자］ (재)충북테크노파크(이하 충북TP)는 <b>LG에너지솔루션</b> 오창에너지플랜트2에서 고용노동부 청주지청이 주관하는 '충북 안전문화실천추진단' 활동의 일환으로 <b>LG에너지솔루션</b>과 함께 안전문화 확산... ,LG에너지솔루션
26,LG에너지솔루션_7,"하나證 “<b>LG</b>엔솔, 2년 만에 이익 추정치 상향… 투자의견 ‘중립→매수...",https://n.news.naver.com/mnews/article/366/0001095970?sid=101,"하나증권은 27일 <b>LG에너지솔루션</b>에 대해 에너지저장장치(ESS) 생산이 늘어나면서 향후 지배주주 순이익 또한 증가할 수 있다고 전망했다. 그러면서 목표 주가를 기존 33만6000원에서 45만원으로, 투자 의견을 ‘중립’... ",LG에너지솔루션
27,LG에너지솔루션_8,SK온 살리기…이번엔 알짜 윤활유 사업 붙이나,https://n.news.naver.com/mnews/article/011/0004513948?sid=101,SK온은 1분기 기준 부채 비율이 251%로 경쟁사인 <b>LG에너지솔루션</b>(373220)(99.23%)과 삼성SDI(006400)(89.02%)를 크게 상회하고 있다. 최근 SK온은 미국 공장의 가동률이 개선되고 있지만 여전히 설비투자 부담이 크고... ,LG에너지솔루션
28,LG에너지솔루션_9,<b>LG에너지솔루션</b> 2분기 영업이익 6개분기만 흑자 전환,https://www.inews365.com/news/article.html?no=877981,매출 5조5천654억 원… 전년동기比 9.7%↓ 영업이익 4천922억 원… 전년동기比 152%↑ 美보조금 제외해도 영업이익 14억원 달성 현지 생산 역량 중요성 확대 ［충북일보］ <b>LG에너지솔루션</b>이 북미 생산 비중 확대와 전사... ,LG에너지솔루션
29,LG에너지솔루션_10,"<b>LG에너지솔루션</b>, 2분기 매출 5조5654억·영업이익 4922억",https://www.webeconomy.co.kr/news/articleView.html?idxno=2002913,"<b>LG에너지솔루션</b>이 올 2분기 매출 5조5654억원, 영업이익 4922억원을 기록했다고 27일 밝혔다. 매출은 전년 동기 대비 9.7% 감소했으나, 영업이익은 152.0% 증가했다. IRA 세액공제 4908억 원을 제외하면 영업이익은 14억... ",LG에너지솔루션
30,삼성바이오로직스_1,한화엔진·<b>삼성바이오</b>…투자 고수들 '러브콜',https://n.news.naver.com/mnews/article/015/0005163193?sid=101,"한텍, <b>삼성바이오로직스</b>, HD현대인프라코어 등이 뒤를 이었다. 한국투자증권의 계좌 평균 잔액 10억원 이상 자산가들은 한화오션과 두산에너빌리티, 알테오젠 등을 대거 순매수했다. 증권가에서는 하반기 주도 업종으로... ",삼성바이오로직스
31,삼성바이오로직스_2,"알테오젠 코스피 이전, 방향성 '공감' 시점은 '고민'",https://n.news.naver.com/mnews/article/011/0004513998?sid=101,"남아 있다”며 “(경쟁사인) 할로자임의 사업모델, (코스피 대표 바이오 기업인) <b>삼성바이오로직스</b>의 상각전영업이익(EBITDA) 및 배수 추정 시 알테오젠의 시총은 30조 원 이상까지 기대할 수 있을 것”이라고 내다봤다.",삼성바이오로직스
32,삼성바이오로직스_3,"키움증권 &quot;<b>삼성</b>E&amp;A 하반기 수주와 매출 증가 전망, 포트폴리오 확대&quot;",https://www.businesspost.co.kr/BP?command=article_view&num=405121,"비화공 부문에서는 <b>삼성바이오로직스</b> 6공장과 삼성전자 향 추가적인 물량이 기대된다. 화공 부문에선 현재 사우디 SAN6(35억 달러), 카타르 NGL5(35억 달러), UAE Shah 가스(15억 달러), UAE Taziz SALT(30억 달러), 미국... ",삼성바이오로직스
33,삼성바이오로직스_4,"<b>삼성바이오로직스</b>, 램프업 효과 본격화…중장기 성장 기대감↑",https://www.pinpointnews.co.kr/news/articleView.html?idxno=363292,"<b>삼성바이오로직스</b>가 2분기에 예상대로 견조한 실적을 기록하며 시장의 기대에 부응했다. 키움증권은 최근 보고서에서 2분기 연결 매출액은 1조 2899억원으로 전년 동기 대비 12% 증가했고, 영업이익은 4756억원으로 9... ",삼성바이오로직스
34,삼성바이오로직스_5,“두 달치 월급이 한번에?” 성과급 또 들어왔다…정말 부러운 이 회사,https://n.news.naver.com/mnews/article/016/0002505544?sid=105,"게티이미지뱅크] “이건 진짜 부럽다, 회사 다닐 맛 나겠네” 올해 상반기 최대 실적을 달성한 <b>삼성바이오로직스</b>가 분기 성과급으로 월 기본급의 100%를 지급했다. 이는 분기 성과급을 지급할 수 있는 한도의... ",삼성바이오로직스
35,삼성바이오로직스_6,<b>삼성바이오로직스</b>·에스티팜 2분기 실적 상승… CDMO 훈풍,https://m.skyedaily.com/news_view.html?ID=280427,"먼저 <b>삼성바이오로직스</b>는 2분기 연결기준 매출 1조 2899억원, 영업이익 4756억원을 기록했다. 매출은 전년 동기 대비 11.5% 증가 영업이익은 9.5% 증가했지만 당기순이익은 2.01 중가한 3244억 원을 기록했다. 전분기... ",삼성바이오로직스
36,삼성바이오로직스_7,하나證 &quot;신한지주·SK<b>바이오</b>팜 등 투자 유망株&quot;,http://www.ftoday.co.kr/news/articleView.html?idxno=345248,"하나증권은 &quot;하반기 중 <b>삼성바이오로직스</b>의 6공장 프로젝트 수주가 기대된다&quot;며, 건설·플랜트 부문의 실적 회복 가능성에 주목했다. 현재 주가도 저점 대비 10% 가까이 상승하며 긍정적 흐름을 보이고 있다.... ",삼성바이오로직스
37,삼성바이오로직스_8,[기업기상도] 수확 거둬 맑은 기업 vs 비구름 몰려 흐린 기업,https://n.news.naver.com/mnews/article/422/0000764320?sid=101,"첫 맑은 기업 바이오 의약품 기업 셀트리온, <b>삼성바이오로직스</b>입니다. 2분기에 불황이 무색한 고성장세 시현했습니다. 2분기 연결기준 매출이 9천600억원대, 영업이익이 2천400억원대인데요. 1년 전보다 매출은 10... ",삼성바이오로직스
38,삼성바이오로직스_9,"신제품 줄줄이 출시…셀트리온, 하반기 실적 반등 노린다",https://www.pinpointnews.co.kr/news/articleView.html?idxno=363258,"<b>삼성바이오로직스</b>, 셀트리온, 유한양행, SK바이오팜, 한미약품, SK바이오사이언스, 종근당, 삼천당제약, 녹십자, 셀트리온제약, 대웅제약, 동국제약, 한미사이언스, 에스티팜, HK이노엔, 한올바이오파마, 신풍제약, 대웅... ",삼성바이오로직스
39,삼성바이오로직스_10,"<b>삼성</b>E&amp;A, '비화공 캡티브 급감' 2분기 실적 타격",https://n.news.naver.com/mnews/article/293/0000070317?sid=101,"또 도급액 1~2조원으로 추정되는 <b>삼성바이오로직스</b> 6공장에 대한 기대감도 커졌으며, 최근 컨퍼런스콜에서 이사회 승인만 남겨두고 있다고 언급됐다. 상반기 누적 실적은 매출 4조2760억원, 영업이익 3382억원으로... ",삼성바이오로직스
40,한화에어로스페이스_1,"&quot;돈 마른 대학, 경쟁력 추락 당연…고등교육재정법 제정이 살 길&quot;",https://n.news.naver.com/mnews/article/015/0005163225?sid=102,"“제가 총장으로 있는 전북대는 국내 최초로 방산융합학과를 신설해 <b>한화에어로스페이스</b>, LIG넥스원, 현대로템 등 대기업과 함께 연구개발(R&amp;D)하고 있습니다. 부산대는 제조·기계, 경북대는 반도체, 충북대는 바이오... ",한화에어로스페이스
41,한화에어로스페이스_2,민간이 우주 발사체 쏜다… 'K-뉴스페이스' 시대,https://www.asiatoday.co.kr/view.php?key=20250728010015624,"항우연, 한화에 '누리호' 기술 이전 한국항공우주연구원과 <b>한화에어로스페이스</b>가 한국형 우주 발사체 '누리호'의 개발 기술이전에 손을 잡으며 본격적인 '뉴스페이스(민간 주도 우주 개발 시대)'가 막을 올리게 됐다.27일... ",한화에어로스페이스
42,한화에어로스페이스_3,이제 ‘방산·항공주’라 불러다오… 세아베스틸지주 특수금속의 저력,https://www.asiatoday.co.kr/view.php?key=20250724010014605,"회사는 이런 고부가 소재를 록히드마틴과 보잉, 한국항공우주산업(KAI), <b>한화에어로스페이스</b> 등 국내외 방산업체에 판매하는 것으로 알려졌다.세아베스틸지주는 계열사를 통해 우주·항공·방산 시장을 지속 공략할... ",한화에어로스페이스
43,한화에어로스페이스_4,"<b>한화</b>에어로, 누리호 기술 전수받는다",https://www.cctoday.co.kr/news/articleView.html?idxno=2216310,"항우연, 기술이전 계약 체결 [충청투데이 조정민 기자] 한국항공우주연구원(이하 항우연)이 국내 독자 개발 우주 발사체 '누리호' 개발 기술을 <b>한화에어로스페이스</b>에 이전하는 계약을 체결했다.25일 항우연에 따르면 이번... ",한화에어로스페이스
44,한화에어로스페이스_5,외국인 입맛 변했나…車·조선·바이오 집중매수,https://n.news.naver.com/mnews/article/015/0005163199?sid=101,"이 밖에 한화엔진(1252억원), 한국전력(1052억원), <b>한화에어로스페이스</b>(1011억원) 등도 대규모로 매집했다. 가장 눈에 띄는 것은 자동차주다. 대미 수출 구조가 비슷한 일본이 미국과의 무역 협상에서 자동차 품목... ",한화에어로스페이스
45,한화에어로스페이스_6,ETF 수익률 1위…불 뿜는 K방산 라인업 늘린다,https://n.news.naver.com/mnews/article/011/0004514008?sid=101,"<b>한화에어로스페이스</b>(012450)(210.78%), 한화오션(042660)(197.03%), 풍산(103140)(157.54%), 한화시스템(272210)(156.63%), LIG넥스원(079550)(155.56%) 등 대다수 기업의 주가 상승률은 세자릿수다. 같은 기간 ‘PLUS K방산’의 수익률은... ",한화에어로스페이스
46,한화에어로스페이스_7,"[단독]방산 레버리지 ETF, 3분기 내 첫선",https://n.news.naver.com/mnews/article/011/0004513996?sid=101,삼성자산운용은 15일 LIG넥스원(079550)·현대로템(064350)·<b>한화에어로스페이스</b>(012450)·한국항공우주(047810) 등 국내 대표 방산 기업 10종목에 집중적으로 투자하는 ETF를 상장했다. 업계 최초로 국내 방산 ETF를 출시한... ,한화에어로스페이스
47,한화에어로스페이스_8,제주 우주산업 전초기지 '하원테크노캠퍼스' 본궤도,http://www.jejunews.com/news/articleView.html?idxno=2219777,"하원테크노캠퍼스 부지에 입주한 <b>한화</b>우주센터는 공정률 75%(6월 말)로, 오는 10월 준공한다. 1000억원이... 또한 카이스트(KAIST) 항공우주공학과 학부생들이 창업한 우주 발사체 개발 기업인 페리지<b>에어로스페이스</b> 등... ",한화에어로스페이스
48,한화에어로스페이스_9,[그래픽뉴스] 글로벌 항공기 MRO 시장 사상 최대 호황,http://www.metroseoul.co.kr/article/20250727500354,"특히 엔진 정비가 전체 시장의 51%로 가장 큰 비중을 차지했다. 대한항공, KAI, <b>한화에어로스페이스</b> 등은 외항사 고객 유치, 해외 인수전 참여, 정비 인프라 확충 등을 통해 ‘K-정비’ 위상을 높이고 있다.",한화에어로스페이스
49,한화에어로스페이스_10,항우연 <b>한화</b>에 누리호 기술이전… 기술료 총액 240억 원,https://www.joongdo.co.kr/web/view.php?key=20250727010009346,한국항공우주연구원(이하 항우연)이 <b>한화에어로스페이스</b>에 한국형 발사체 누리호 개발 기술 이전을 마쳤다. 체계종합기업 최종 선정 2년 7개월 여 만이다. 항우연은 25일 대전 본원서 누리호 개발 기술 이전계약 체결식을... ,한화에어로스페이스
50,KB금융_1,4대 <b>금융</b>지주 상반기 순익 10조 첫 돌파,https://n.news.naver.com/mnews/article/658/0000114901?sid=101,"<b>KB금융</b>과 신한금융은 은행 외 계열사 실적 덕에 비은행 수익 기여도가 30%대로 높아졌다. KB는 상반기 3조4357억 원의 당기순익을 냈는데, 이는 지난해 상반기 당기순익보다 23.8%(6613억 원) 늘어난 규모다. 특히... ",KB금융
51,KB금융_2,대출빚에 서민은 ‘곡소리’…이자로 21조넘게 번 은행은 ‘웃음꽃’,https://n.news.naver.com/mnews/article/029/0002971278?sid=101,<b>KB금융</b>(6조3687억원)만 0.4% 감소했다. 4대금융의 상반기 당기순이익은 10조3254억원으로 지난해 상반기(9조3526억원)보다 10.4% 증가해 반기 기준 최대 실적을 찍었다. <b>KB금융</b>이 상반기 3조4357억원의 순이익을 기록하며... ,KB금융
52,KB금융_3,'비이자 날개' 4대<b>금융</b> 순익 10.3조… 커지는 주주환원 기대감,https://www.asiatoday.co.kr/view.php?key=20250728010015625,예대금리차에 힘입은 안정적인 이자이익과 국내 주식시장 호조 및 환율하락 등으로 늘어난 비이자이익 등 고른 성장을 기록했다.가장 눈에 띄는 곳은 <b>KB금융</b>이다. 3조4000억원이 넘는 순이익으로 리딩금융그룹... ,KB금융
53,KB금융_4,"“1주만 보유해도 2600원”...<b>금융</b>지주, 실적보다 더 눈길 끈 건 ‘배당...",https://www.ekn.kr/web/view.php?key=20250727027100550,회사별로 보면 <b>KB금융</b>지주가 상반기 순이익 3조4357억원으로 1년 전보다 23.8% 불어 금융지주 1위 자리를 지켰다. 이 회사는 금리하락에 따른 이자수익 감소에도 지난해 홍콩H지수 주가연계증권(ELS) 충당부채 적립... ,KB금융
54,KB금융_5,4대 <b>금융</b> 상반기 이자 이익만 20조…상생<b>금융</b> 압박 거세질 듯,https://n.news.naver.com/mnews/article/018/0006074910?sid=101,<b>KB금융</b>그룹의 당기순이익이 23.8% 증가한 3조 4357억원으로 ‘리딩금융그룹’ 위상을 굳건히 했다. 신한금융이 10.6% 증가한 3조 374억원을 기록해 KB와 신한금융의 올해 6조원 클럽 가능성도 조심스레 점쳐진다.... ,KB금융
55,KB금융_6,절세부터 자녀 경제 자립까지…'사전 증여'로 한번에,https://n.news.naver.com/mnews/article/015/0005163188?sid=101,단순히 재산을 이전하는 게 아니라 가족 간 신뢰와 유대를 강화하는 과정이 돼야 한다. 이처럼 사전증여는 세대를 잇는 지혜로운 선택이 될 수 있다. 나현수 <b>KB</b>라이프 STAR WM,KB금융
56,KB금융_7,<b>KB</b>국민은행 &quot;소상공인 7만명에 비대면 대출···.2조원 돌파&quot;,http://www.enewstoday.co.kr/news/articleView.html?idxno=2308680,"한편, KB국민은행의 비대면 금융지원은 <b>KB금융</b>지주 차원의 포용금융 전략과도 맞닿아 있다. <b>KB금융</b>지주는 ESG(환경·사회·지배구조) 경영의 일환으로, 'KB마음가게'를 통해 착한 가격 업소 400여 곳에 60억원 규모의... ",KB금융
57,KB금융_8,이자장사 탈출구 찾는 <b>금융</b>지주···기업투자·자산관리 전진배치,https://n.news.naver.com/mnews/article/030/0003335530?sid=101,27일 금융권에 따르면 <b>KB금융</b>·신한·하나·우리금융은 하반기 기업대출·비이자이익 강화·자본시장 리더십에 초점을 맞추고 사업을 전개할 방침이다. 우선 대출부문에서는 '6.27' 대책 이후 강력한 규제를 받는 가계대출... ,KB금융
58,KB금융_9,"<b>KB</b>국민은행, AI 에이전트용 데이터 플랫폼 만든다…'<b>금융</b>권 최초'",https://n.news.naver.com/mnews/article/030/0003335533?sid=101,"<b>KB금융</b>은 앞서 올해 5월 금융권로 최초 에이전틱(Agentic) AI 기반 '그룹 공동 생성형 AI 플랫폼(KB GenAI 포털)'을 오픈했다. <b>KB금융</b>지주 8개 계열사(KB국민은행, KB증권, KB손해보험, KB국민카드, KB라이프생명, KB자산운용... ",KB금융
59,KB금융_10,4대 <b>금융</b> 상반기 10조 벌었지만…'이자놀이' 금지령에 하반기 비상,https://www.ajunews.com/view/20250727151856694,<b>KB금융</b>의 상반기 순이익은 3조4357억원을 기록했다. 지난해 같은 기간보다 23.8% 늘면서 1분기 신한금융에 내줬던 '리딩금융' 지위를 되찾았다. 신한금융의 상반기 순이익은 3조374억원으로 10.6% 늘었고 하나금융은 11.2... ,KB금융
60,현대차_1,기아 영업익 24% 미끄러졌는데… '성과급 1억' 달라는 노조,https://www.asiatoday.co.kr/view.php?key=20250728010015622,여기에 <b>현대차</b>와 달리 미국 현지 공장이 조지아 공장 한 곳이라 현지 생산 확대가 어려운 구조라는 점도... 기아는 지난 2021년 이후 4년 연속 무분규 임단협 타결을 이어왔다.통상 기아는 <b>현대차</b>의 임단협 협상 흐름을... ,현대차
61,현대차_2,"수출기업, 2분기 조 단위 관세 지출은 예고편...하반기 본편 예고",https://www.ajunews.com/view/20250727140743644,"<b>현대차</b>·기아, 美 관세비용만 1조6000억원 이상...3분기엔 2조원 웃돌 듯 LG전자도 관세 비용에 2분기... [사진=연합뉴스] 미국 관세폭탄 여파로 <b>현대차</b>와 기아, LG전자 등 대미 수출기업의 2분기 실적이 직격탄을 맞았다.... ",현대차
62,현대차_3,벼랑 끝 협상…'수출 한국' 운명의 4일,https://n.news.naver.com/mnews/article/015/0005163209?sid=101,"전문가들은 관세 협상을 타결하려면 <b>현대차</b> 메타플랜트(210억 달러) 등 기존 투자실적을 최대한... 김태황 명지대 국제통상학과 교수는 “삼성·하이닉스·<b>현대차</b>가 새로 발표한 투자를 최대한 인정받고, 이재명... ",현대차
