,kind,header,summary,content,url
52,외환시장,원·엔 환율 980원 육박…21개월 만에 '최고' [한경 외환시장 워치],요약 없음,"사진=연합뉴스

                일본의 금리 인상 기대가 퍼지면서 원·엔 환율이 100엔당 980원에 육박했다. 지난 2023년 5월 이후 약 21개월만에 최고 수준까지 올랐다. 원·달러 환율은 미국의 관세 압박에 달러당 1460원대에 머물렀다.4일 서울 외환시장에서 원·달러 환율(오후 3시30분 기준)은 전 거래일보다 1원60전 내린 1461원80전에 주간 거래를 마쳤다. 지난주 강달러 현상으로 뛰었던 환율은 이날 연휴 기간 달러 약세를 반영해 소폭 하락했다. 오전 중 한때 1455원50전까지 내리기도 했지만 오후 들어 하락분을 반납했다. 시장에서는 미국의 2월 제조업 지수 둔화 등 달러 약세 요인에 따라 원·달러 환율이 좀 더 하락할 것이라는 전망이 나왔지만, 도널드 트럼프 미국 대통령의 관세 압박 등이 하단을 지지한 것으로 보인다. 주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 106.526으로 전날보다 0.67% 하락했다. 오후 3시 30분 기준 원·엔 재정환율은 100엔당 978원61전이었다. 전 거래일 같은 시간 기준가인 975원44전보다 3원17전 올랐다. 이는 2023년 5월 16일(984원37전) 이후 21개월 만에 최고치다.엔화는 직접 거래되는 시장이 없어 각 통화의 달러화 대비 가치를 기준으로 재정환율이 정해진다. 이날 엔·달러 환율은 전날보다 0.67% 하락(엔화 가치는 상승)한149.36엔을 기록했다.엔화 강세는 일본은행의 추가 금리 인상 기대감이 반영된 것으로 풀이된다. 이날 오전 가토 가쓰노부 일본 재무상이 ""일본은 통화 약세 정책을 쓰지 않고 있다""고 말하면서 엔화 강세 강도가 더 높아졌다. 강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/202503041973i
53,외환시장,"""환율, 떨어져도 1400원…고환율 계속된다"" [한경 외환시장 워치]",요약 없음,"사진=연합뉴스

                한경 이코노미스트 클럽 경제 전문가들이 원·달러 환율이 올해 1400원대에 머무를 것으로 전망했다. 하반기로 가면서 환율이 완만히 하락하겠지만 1300원대 진입에는 실패할 것이란 예상이 많았다. 고환율 흐름이 계속되면서 우리 경제에는 상당한 부담이 될 수 있다는 우려가 나온다.23일 한경 이코노미스트 클럽 회원 19명이 제시한 올해 연말 원·달러 환율 평균치는 1402원80전으로 나타났다. 1월 말 1452원70전이었던 환율이 상반기 말 1425원을 거쳐 서서히 내려갈 것으로 전망됐다. 환율이 내려갈 것으로 전망된 것은 하반기로 가면서 미국의 정책 불확실성이 다소 해소될 것이란 기대 때문이다. 이승훈 메리츠증권 이코노미스트는 ""상반기 중 미국의 무역 정책에 대한 불확실성이 집중된 후 하반기에는 트럼프 트레이드 흐름이 다소 완화될 것""이라고 설명했다. 이남강 한국투자금융지주 이코노미스트는 ""한국은 상저하고의 성장흐름이 나타나는 반면 미국은 상고하저의 모습이 예상된다""며 ""하반기로 갈수록 환율이 낮아질 가능성이 높다""고 짚었다.문제는 연말 환율로 제시된 1402원80전이 여전히 높은 수준이라는 점이다. 작년 평균 환율(1364원38전)은 물론 비상계엄이 선포되기 직전인  지난해 12월 2일(1402원50전)보다도 높다. 박춘성 한국금융연구원 연구위원은 ""미국과의 경제 기초체력(펀더멘털) 격차로 환율 수준이 예전처럼 낮아지긴 어려울 것""이라고 말했다. 이윤수 서강대 경제학부 교수는 ""미국 경기가 강한 상황에서 한미 금리 격차는 줄어들기 어려운 상황이 생각보다 오래 갈 수 있다""고 우려했다.미국의 인플레이션 반등 가능성도 제기됐다. 이승헌 전 한은 부총재는 ""미국의 인플레이션이 반등하면 미 중앙은행(Fed)이 금리를 인상할 수도 있다""며 ""당분간 환율은 1400원 이상으로 유지될 가능성이 높다""고 설명했다. 석병훈 이화여대 경제학부 교수는 ""상반기에는 불확실성 증가, 하반기에는 미국 관세 인상으로 인한 물가 재상승이 예상된다""며 ""Fed가 정책금리 인하 속도를 조절하면서 원화 약세가 유지될 것으로 보인다""고 말했다. 미국의 국채금리 상승도 고환율을 지지할 것으로 예상됐다. 미국 국채금리가 상승(채권 가격은 하락)하면 자금이 미국으로 이동하면서 달러 수요가 확대될 수 있다. 신관호 고려대 경제학과 교수는 ""미국 10년물 금리와 한국 10년물 금리 격차가 상당하다""며 ""연말까지 환율이 1400~1450원 사이에 있을 것""이라고 내다봤다. 이상호 한국경제인협회 경제산업본부장은 ""중국의 미 국채수요가 감소하면서 미 국채 금리가 더 오를 수 있다""고 말했다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/202502233155i
54,외환시장,달러가치 하락에도 환율은 덜 내려…고민 커진 한은 [한경 외환시장 워치],"달러화 계엄 前 수준인데, 원·달러 환율은 1440원대

달러화지수 영향만 고려한다면
환율 1400원대 초반 수준이지만
정국 불안·성장 부진 등 여파로
원화 30원 이상 높은 상태 지속

한은, 금리 인하 가능성 높지만
외환시장 변동성 여전히 큰 부담","미국 경제의 ‘나홀로 호황’과 도널드 트럼프 미국 대통령발(發) 관세 전쟁 우려로 급등한 달러화 가치가 최근 지난해 12월 초 수준으로 내려왔지만, 원·달러 환율은 여전히 당시보다 30원 이상 높은 상태를 유지하고 있다. 정치적 불확실성과 성장 잠재력 저하 우려가 외환시장을 짓누르는 모양새다. 이에 오는 25일 금리 결정을 앞둔 한국은행의 고민도 깊어지고 있다. 시장에서는 기준금리 인하 가능성이 높다고 보고 있지만, 불안정한 원·달러 환율이 여전히 변수로 남아 있어서다.
                    






이미지 크게보기



 ◇환율 1430원대 진입 실패17일 서울 외환시장에서 원·달러 환율(오후 3시30분 기준)은 전거래일보다 1원80전 내린 1441원70전에 주간 거래를 마쳤다. 이날 환율은 2원50전 내린 1441원으로 출발해 장중 1438~1439원에서 주로 움직였지만 장 막판 소폭 상승해 1430원대 진입에 실패했다.이날 환율이 하락(원화 가치 상승)한 건 미국 경기에 대한 판단 변화에 따른 것으로 분석됐다. 지난 14일 미국 상무부가 발표한 1월 소매판매가 전월보다 0.9% 줄어든 것으로 나오면서 미국 중앙은행(Fed)이 금리 인하에 다시 속도를 낼 가능성이 높아졌다. 트럼프 대통령이 상호 관세를 4월 1일까지 유예하기로 하면서 관세 전쟁 변수도 일단 수면 아래로 가라앉았다. 미국과 러시아가 조만간 우크라이나 종전 협상에 나서기로 한 점도 달러 약세에 기여했다. ◇정치 불안에 덜 내린 원화문제는 달러 가치가 하락한 만큼 원·달러 환율은 충분히 떨어지지 않고 있다는 점이다. 국제금융센터에 따르면 주요 6개국 통화 대비 달러화 가치인 달러화지수는 지난 14일 106.785였다. 한국의 비상계엄 선포 직전인 지난해 12월 2일 106.383과 비슷한 수준까지 내려왔다. 이에 따라 원·달러 환율도 다소 안정됐다. 작년 12월 30일 1472원50전까지 올랐던 환율이 최근 1440원대로 30원 넘게 떨어졌다. 하지만 비상계엄 직전인 12월 2일 1401원70전에 비해서는 여전히 40원 정도 높다. 달러화지수 상승(0.38%)을 고려하더라도 1406원 부근에 있어야 하지만 35원 이상 높은 셈이다.이창용 한은 총재는 지난달 16일 금융통화위원회 통화정책방향 회의에서 기준금리를 동결하기로 결정한 후 기자간담회에서 달러당 1470원 환율을 기준으로 “약 50원이 달러 가치 변동에 의한 것이고, 나머지 30원가량이 정치 불안 등에 따른 것”으로 분석했다. 달러화지수 추세와 현재의 원·달러 환율 수준을 고려하면 정치 불안의 환율 영향에 관한 이 같은 한은의 판단은 유지될 것으로 보인다. 헌법재판소의 재판 절차가 이뤄지고 있지만 한번 반영된 정치 불안 요인이 원화에 계속 부담으로 작용하고 있는 것이다. ◇고민 깊어지는 한은환율이 충분히 내려오지 않자 기준금리 결정을 앞둔 한은의 고민도 깊어질 전망이다. 한은은 오는 25일 통화정책방향 회의를 연다. 연 3.0%인 기준금리를 연 2.75%로 0.25%포인트 낮출 가능성이 높지만 외환시장 변동성은 여전히 큰 부담이다. 정치 불안이 해소되지 않은 상태에서 미국의 상황 변화에 따라 다시 환율이 급등할 가능성을 배제하기 어려워서다.다만 전문가들은 한은의 금리 인하가 그 자체로 외환시장을 자극할 가능성은 적다고 보고 있다. 권아민 NH투자증권 연구원은 “원화는 미국과의 금리 차보다는 달러인덱스 방향에 좌우되고 있다”고 지적했다.현대경제연구원은 최근의 고환율이 한국의 경제 기초체력(펀더멘털) 부진에 따른 것으로 보고 있다. 이택근 현대경제연구원 경제연구실 연구위원은 최근 보고서에서 “환율 결정의 핵심 요인인 양국 간 펀더멘털 격차가 원화 약세를 주도하고 있다”며 “금리 인하로 성장을 회복하면 환율은 오히려 떨어질 수 있다”고 말했다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/2025021712871
55,외환시장,"""환율·트럼프 불안해""…달러 모으는 기업들, 2년만에 예금 '최대' [한경 외환시장 워치]",요약 없음,"사진=연합뉴스

                원·달러 환율이 최근 큰 폭으로 출렁이는 가운데 기업들이 달러 예금을 2년만에 최대 규모까지 늘린 것으로 나타났다. 수출입기업을 중심으로 예비용 달러를 확보하려는 움직임이 나타나고 있는 것으로 파악된다. 전체 달러 예금 중 기업 예금 비중은 8년11개월만에 최대였다.24일 한국은행이 발표한 1월말 기준 외국환은행의 거주자외화예금 규모는 1034억4000만달러로 집계됐다. 한달 전에 비해 21억4000만달러 불어났다. 거주자는 우리 국민과 국내기업, 국내에 6개월 이상 거주한 외국인, 국내에 진출해 있는 외국기업 등을 뜻한다.예금 통화별로 보면 달러화 예금이 18억8000만달러 증가한 883억1000만달러로 나타났다. 증가 폭 중 99.5%가 기업 달러 예금 증가였다. 지난달 말 기업 달러예금 잔액은 768억5000만달러로 전달보다 18억7000만달러 불어났다.이같은 기업의 달러예금 규모는 지난 2023년 1월말(795억7000만달러) 이후 2년만에 최대다. 전체 달러 예금 중 기업 예금 비중은 87.0%로 지난 2016년 2월말(87.3%) 이후 8년11개월 만에 가장 컸다.한은 관계자는 ""대내외 불확실성 확대에 따른 수출입기업의 예비용 자금 확보 등으로 달러 예금이 증가했다""고 설명했다. 최근 환율 변동성이 확대되고, 미국의 트럼프 정부 출범 이후 글로벌 무역 환경이 불확실해진 점 등이 달러 확보 흐름에 영향을 준 것으로 파악된다.
                    



 

                엔화 예금은 1억1000만 달러 증가했다. 엔·달러 환율이 한달새 달러당 157엔에서 154.5엔으로 하락하면서 엔화 예금의 달러 환산액이 늘어났다고 한은은 설명했다. 유로화예금은 8000만달러, 위안화 예금은 4000만 달러 늘었다. 강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/202502244545i
56,외환시장,"외국인 이탈에 약해진 원화…환율, 달러당 1450원 돌파 [한경 외환시장 워치]",요약 없음,"사진=뉴스1

                원·달러 환율이 5일만에 1450원대를 다시 돌파했다. 주식 시장에서 외국인 투자자가 순매도에 나서면서 환율이 올랐다는 분석이 나온다.10일 서울 외환시장에서 원·달러 환율(오후 3시30분 기준)은 전 거래일보다 5원50전 상승(원화 가치는 하락)한 1452원30전으로 주간 거래를 마쳤다. 환율이 1450원대 위로 올라선 것은 지난 5일(1454원50전) 이후 5일만이다. 이날 환율은 1원20전 오른 1448원으로 출발한 뒤 상승 폭을 키웠다. 오후 12시22분 무렵 1457원까지 오르기도 했다.환율이 오른 것은 이날 달러화가 소폭의 강세로 전환한 영향으로 파악됐다. 주요 6개국 통화 대비 달러 가치를 나타내는 달러인덱스는 이날 오전 10시3분께 103.55 수준에서 오후 2시25분께 103.91로 반등했다.다만 달러화지수는 지난달 말 106~107에 비해선 크게 낮아진 상태로, 달러 가치만 고려하면 원화 가치가 더 올라야한다는 지적도 나온다. 외국인 투자자가 이날 유가증권시장에서 4360억원 순매도를 기록한 점도 원화 약세의 변수로 작용했다. 지난 8일 윤석열 대통령이 법원의 구속 취소 결정으로 전격 석방됐으나, 환율 변동성에는 큰 영향이 없는 것으로 보인다.일본 엔화는 강세를 이어갔다. 오후 3시30분 원·엔 재정환율은 100엔당 984원4전이었다. 전 거래일 같은 시간 980원32전보다 3원72전 올랐다. 원·엔 환율이 984원을 넘은 것은 지난 2023년 5월 16일(984원37전) 이후 21개월 만에 처음이다. 엔·달러 환율은 0.25% 내린 147.66엔을 나타냈다. 서울 채권시장에서 국고채 금리는 대체로 상승(채권 가격은 하락)했다. 3년 만기 국고채 금리는 이날 0.031%포인트 오른 연 2.596%에 거래를 마쳤다. 10년물과 30년물 금리는 각각 0.028%포인트, 0.015%포인트 올라 연 2.801%, 연 2.596%를 기록했다. 5년물 금리만 0.020%포인트 내려 연 2.658%에 거래됐다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/202503104453i
57,외환시장,트럼프 관세 폭주…코스피 2600 붕괴,"휘몰아치는 관세 폭풍
亞증시 '검은 금요일'

美 ""中에 10% 추가 관세
멕시코·加도 25% 예정대로""

中 ""반격 조치 취할 것""
닛케이 2.9%, 항셍 3.3% 급락","< 심각한 딜링룸 > 미·중 무역전쟁이 격해질 것이라는 우려로 28일 한국 일본 홍콩 등 아시아 증시가 일제히 급락했다. 서울 을지로 하나은행 본점에서 딜러들이 화면을 주시하고 있다.  /최혁 기자

                미국발(發) ‘글로벌 관세전쟁’ 시계가 급격히 빨라지면서 한국 일본 홍콩 등 아시아 증시가 일제히 급락했다. 도널드 트럼프 미국 대통령이 중국과 멕시코, 캐나다에 대한 추가 관세정책을 기습 발표하자 ‘패닉셀’(공포 매도) 물량이 쏟아졌다. 글로벌 경기가 급격히 둔화하고 수출 의존도가 높은 아시아 경제가 위축될 것이라는 우려가 크다.28일 코스피지수는 3.39% 급락한 2532.78에 거래를 마쳤다. 지난해 8월 ‘블랙 먼데이’ 이후 가장 큰 하락률이다. 코스닥지수도 3.49% 밀린 743.96에 마감했다. 일본 닛케이225지수와 홍콩 항셍지수는 각각 2.88%, 3.28% 떨어졌다. 중국 상하이종합지수는 1.98% 하락했다.트럼프 대통령은 지난 27일 “3월 4일 중국에 (종전 10% 관세에 이어) 추가로 10%의 관세를 부과하겠다”며 “(멕시코, 캐나다에서의) 마약 유입이 중단되거나 크게 제한되지 않는다면 같은 날 이들 국가에 대한 관세 조치(세율 25%)도 예정대로 발효할 것”이라고 예고했다. 전날 신규 관세 발효일을 4월 2일로 연장한 지 하루 만에 확 앞당긴 것이다. 중국 상무부는 “미국이 고집대로 행동한다면 필요한 모든 반격 조치를 취하겠다”며 2차 미·중 무역전쟁을 예고했다.미국 뉴욕증시 대장주인 엔비디아 주가가 이익률 축소 전망에 약세를 나타낸 것도 반도체가 이끄는 아시아 증시에 부정적 영향을 미쳤다. 국내 증시에서 삼성전자 주가가 3.2%, SK하이닉스가 4.52% 내렸다. 일본 증시에서는 어드반테스트(-8.78%), 도쿄일렉트론(-4.45%) 등이 많이 밀렸다.이날 원·달러 환율은 전날 대비 20원40전 급등한 1463원40전(오후 3시30분 종가 기준)을 기록했다. 지난 3일 이후 약 한 달 만의 최고치다. 외국인의 국내 증시 투매가 환율을 끌어올린 주요 요인으로 분석된다.위험 선호 심리 후퇴 속에 비트코인 가격은 지난해 11월 이후 3개월여 만에 8만달러 아래로 급락했다. 황승택 하나증권 리서치센터장은 “미국 경제가 스태그플레이션(경기 침체 속 물가 상승)에 진입했다는 우려가 확산하는 와중에 미국이 관세 부과를 강행해 투자심리가 악화했다”며 “단기적으로 아시아 증시의 변동성이 커질 수 있다”고 경고했다.심성미 기자 smshim@hankyung.com",https://www.hankyung.com/article/2025022867431
58,외환시장,국내 증시에 돌아온 외국인…원·달러 환율 7.2원 하락 [한경 외환시장 워치],요약 없음,"사진=연합뉴스

                미국의 경기 침체 우려에 원·달러 환율이 큰 폭으로 하락(원화 가치는 상승)했다. 미국 증시가 부진하면서 코스피에 자금이 많이 들어온 것도 환율 하락에 영향을 줬다.12일 서울 외환시장에서 원·달러 환율(오후 3시30분 기준)은 전날보다 7원20전 내린 1451원에 주간 거래를 마쳤다. 이날 환율은 전날보다 5원20전 내린 1453원으로 개장한 뒤 장중 1448원까지 내리기도 했다. 미국의 침체 우려와 이에 따른 각국 통화가치의 변동이 이날 환율 변동을 이끌었다. 이날 오전엔 중국 위안화 절상에 원화가 연동됐다. 중국인민은행은 위안·달러 거래 기준환율을 전장보다 0.06% 내린 달러당 7.1696위안으로 고시했다. 원화는 위안화의 대리 통화로 여겨지는 경우가 많아 이에 연동해 원화 가치도 올랐다. 다만 오후들어 아시아장에서 달러화지수가 반등하면서 낙폭이 일부 되돌려졌다.간밤 미국 뉴욕 증시에서 다우존스30 산업평균지수는 1.14%, 스탠더드앤드푸어스(S&P) 500지수는 0.76%, 나스닥 지수는 0.18% 각각 하락한 후 외국인 자금이 일부 코스피로 들어온 점도 환율 하락을 부추겼다. 이날 외국인은 3800억원치를 사들였다. 3일만에 순매수로 전환했다. 외국인이 국내 증시에 들어오면 달러화를 원화로 환전하는 수요가 있기 때문에 환율이 내려간다.글로벌 불확실성은 계속되고 있다. 간밤 도널드 트럼프 대통령은 12일부터 미국이 수입하는 모든 철강·알루미늄과 파생상품에 25%의 관세를 부과하기로 했다. 그는 미국 경기침체 우려에 ""전혀 생각하지 않는다""고 선을 그었지만, 증시 폭락에는 ""시장은 좋았다 나빴다 하겠지만 나라를 재건해야 한다""는 반응을 보였다.러시아-우크라이나 종전 기대는 한층 커졌다. 미국과 우크라이나 양국 대표단은 사우디아라비아 제다에서 고위급 회담을 열고 '30일 휴전'을 추진하기로 합의했다.이날 오후 3시30분 기준 원·엔 재정환율은 100엔당 979원91전을 기록했다. 전날 같은 시간 기준가인 989원85전보다 9원94전 하락했다. 엔·달러 환율은 0.24% 오른 148.14엔이다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/202503129480i
59,외환시장,"""달러 팔고있는 한국, 환율조작국 될 가능성 낮아""",외환시장 영향 미미할 듯,"사진=게티이미지뱅크 

                스콧 베센트 미국 재무장관이 대미 무역수지 흑자국의 환율 개입을 문제 삼은 것과 관련해 국내외 전문가들은 한국의 영향은 크지 않을 것으로 전망했다. 최근 들어 한국 정부가 고환율 부담을 덜기 위해 달러 대비 원화 가치를 높이려 하고 있어서다.7일 서울외환시장에서 원·달러 환율(오후 3시30분 기준)은 10전 오른 1447원80전에 주간 거래를 마쳤다. 베센트 장관의 대미 무역흑자국 언급에도 전날과 거의 비슷한 수준이다. 미국의 타깃이 된 중국이 위안화 가치를 높이면 원화도 이에 동조해 절상될 수 있다는 가능성이 제기됐지만, 이날 중국 인민은행은 위안화를 오히려 0.01% 절하 고시했다.외환당국에선 베센트 장관이 우선 겨냥한 국가는 중국인 것으로 파악하고 있다. 주요 대미 무역흑자국 중에선 한국보다는 유럽연합(EU)과 베트남일 가능성이 거론된다. 지난해 EU와 베트남의 대미 무역수지 흑자는 각각 2356억달러, 1235억달러로 한국(660억달러)보다 많았다.한국은 대미 무역흑자 규모가 증가하면서 지난해 11월 환율 관찰대상국으로 지정됐지만, 환율 조작국으로 지정될 가능성은 낮은 것으로 평가된다. 미국 정부는 무역수지 흐름과 함께 해당 국가가 환율을 의도적으로 높이는지를 경계하는데, 현재 한국 정부는 보유한 달러를 팔아 환율을 낮추려 하고 있어서다.일각에선 한국은행과 국민연금공단의 외환스와프 계약에 대해 미국 정부가 문제를 제기할 수 있다는 지적이 나온다. 기획재정부와 한은은 지난해 12월 국민연금공단과의 외환스와프 거래 한도를 기존 500억달러에서 650억달러로 늘렸는데, 이런 조치가 정부의 외환시장 개입에 해당한다는 논리다. 하지만 이 역시 고공행진하는 달러당 원화값을 안정화하기 위한 조치로 받아들여지고 있다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/2025020712261
60,외환시장,환율 장중 다시 1470원대로…2월 금리인하 발목잡나,"2거래일 사이 35원 넘게 급등
무역전쟁 확산 우려에 달러 강세

불황에 인하 전망 우세하지만
고환율 지속땐 한은 고민 커질 듯","도널드 트럼프 미국 대통령이 관세 부과를 강행하자 원·달러 환율이 급등했다. 글로벌 무역전쟁이 확산할 수 있다는 우려에 달러화 가치가 강해진 영향으로 분석됐다.3일 서울외환시장에서 원·달러 환율(오후 3시30분 기준)은 전 거래일보다 14원50전 상승(원화 가치 하락)한 1467원20전에 주간 거래를 마쳤다. 지난달 31일 21원40전 오른 것을 감안하면 2거래일 사이 환율이 35원90전 뛴 것이다. 이날 환율은 지난달 13일(1470원80전) 이후 약 3주 만에 가장 높은 수준이다.이날 환율은 13원30전 오른 1466원으로 출발해 오전 중 1472원50전까지 올랐다. 트럼프 대통령이 4일부터 캐나다와 멕시코, 중국에 관세를 부과하겠다고 밝힌 후 달러화 가치가 오른 영향을 받았다.위재현 NH선물 이코노미스트는 “트럼프 대통령이 캐나다 멕시코 중국뿐 아니라 유럽연합(EU)에도 관세를 부과할 것이라고 발언한 것은 위험통화인 원화의 매도심리를 부추기는 요인”이라고 설명했다.엔화 가치도 이날 달러 대비 약세를 보였지만, 강도는 원화보다 덜했다. 이날 일본 엔화는 달러당 155.35엔으로 0.44% 상승했다. 원·달러 환율 상승 폭(1.0%)의 절반에 그쳤다. 이날 오후 3시30분 기준 원·엔 재정환율은 100엔당 944원27전으로 전 거래일 같은 시간 938원98전보다 5원29전 올랐다.원·달러 환율이 다시 급등하면서 오는 25일로 예정된 한국은행의 금리 결정에 관심이 쏠린다. 이창용 한은 총재는 지난달 금리를 동결하며 정치적 불확실성 때문에 이례적으로 높아진 환율을 주요 요인으로 꼽았다. 이번에는 관세 전쟁으로 환율이 치솟았지만, 고환율이 지속될 경우 2월 금리 결정에 변수가 될 수 있다.백윤민 교보증권 수석연구위원은 “환율 변동성이 커진 것은 사실이지만 최근 원화 약세는 한·미 경제 펀더멘털 차이에 따른 영향이 더 크다”며 “한은이 경기 방어에 좀 더 집중해 2월 금융통화위원회에서 금리를 0.25%포인트 인하할 가능성이 높다”고 말했다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/2025020304731
61,외환시장,작년말 외환보유액 4156억달러…2019년 이후 '최저',"외환당국, 환율 방어 위해
3분기까지 74억달러 순매도

최근 적극 개입 대신 미세조정
지난달 되레 2.1억달러 늘어","지난해 말 외환보유액이 5년 만에 가장 적은 수준으로 줄어들었다. 1년간 환율이 계속 올라 시장 안정을 위한 개입이 필요했던 영향으로 분석됐다.





                6일 한국은행에 따르면 지난해 12월 말 기준 외환보유액은 4156억달러로 2023년 말 4201억5000만달러에 비해 45억5000만달러 줄었다. 외환보유액은 2021년 4631억2000만달러 이후 3년 연속 감소해 2019년 이후 5년 만에 최저 수준을 기록했다.외환보유액이 줄어든 것은 연중 원·달러 환율이 지속적으로 올랐기 때문이다. 지난해 1월 2일 1300원40전으로 출발한 환율은 연말 1472원50전으로 마감했다. 비상계엄 선포 이전 환율인 1402원90전도 연초에 비해 100원 이상 높은 수준이다. 외환당국은 이 과정에서 달러 순매도를 통해 시장 변동성 관리에 나선 것으로 추정된다. 지난해 3분기까지 집계된 외환당국의 달러 순매도 규모는 74억1900만달러에 이른다.다만 작년 12월 말 외환보유액은 11월 말보다 2억1000만달러 증가했다. 비상계엄 이후 급격히 오르는 환율을 잡기 위해 외환보유액을 대량으로 사용했을 것이라는 그동안의 관측과 맞지 않는 데이터다.시장에선 한은이 적극적인 시장 개입보다는 변동성을 줄이는 ‘미세 조정’ 방식의 제한적 개입을 했기 때문이라고 봤다. 외환당국은 지난달 “변동성이 심해지면 시장 안정 조치를 할 것”이라고 구두 개입성 발언을 여러 차례 했지만 시장 개입으로 추정되는 물량은 제한적이었던 것으로 파악됐다.분기 말 효과로 금융회사의 외화예수금이 늘어난 것도 외환보유액 증가 요인으로 거론됐다. 금융회사가 국제결제은행(BIS)의 위험자산 대비 자기자본비율 관리를 위해 위험자산을 운용하는 대신 달러를 한은에 예치했다는 것이다. 외환보유액 자산 중 예치금은 지난해 12월 말 252억2000만달러로 11월 말 대비 60억9000만달러 불어났다. 한은 외자운용원이 외환보유액 운용을 통해 얻은 이익도 지난달 외환보유액에 더해진 것으로 파악됐다.한국의 외환보유액 규모는 작년 11월 말(4154억달러) 기준으로 세계 9위 수준을 유지했다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/2025010691471
62,외환시장,중국 위안화 약세에 연동…환율 1.3원 상승 [한경 외환시장 워치],요약 없음,"사진=게티이미지뱅크

                외국인 투자자들이 국내 증시로 돌아오는 흐름이 나타났지만 원·달러 환율은 소폭 상승(원화 가치는 하락)했다. 중국 위안화 약세가 원화 가치에 연동해 외국인 유입 효과를 상쇄한 것으로 분석됐다.6일 서울 외환시장에서 원·달러 환율(오후 3시30분 기준)은 전거래일보다 1원30전 오른 1469원70전에 주간 거래를 마쳤다. 이날 환율은 1470원으로 출발한 후 장 초반 1477원50전까지 상승했다. 하지만 이후 상승폭을 대부분 반납하면서 1460원대 후반에서 마감했다.이날 환율은 상승요인과 하락요인이 상충하는 모습을 보였다. 외국인의 국내 증시 유입은 환율 하락 요인으로 작용했다. 이날 유가증권시장에서 외국인 투자자는 3720억원 순매수를 기록했다. 국민연금의 환헤지 물량 출회 가능성도 환율을 낮추는 요인으로 작용했다.반면 위안화 약세는 원화 약세를 부추겼다. 원화는 위안화의 대리 통화로 여겨지기 때문에 환율 흐름이 동조화하는 경우가 많다. 이날 위안·달러 환율은 달러당 7.35위안으로 심리적 마지노선으로 여겨지던 7.3위안을 넘어 추가로 상승하는 모습을 나타냈다. 민경원 우리은행 연구원은 ""7.3위안 방어에 선봉장 역할을 자처하던 중국 국영은행이 환율 방어를 중단했다는 소식이 전해지면서 위안화 동조 경향이 강한 아시아 통화에 약세 압박이 커졌다""고 분석했다.같은 시각 원·엔 재정환율은 100엔당 931원87전에 거래됐다. 전 거래일 오후 3시30분 기준가인 933원74전보다 1원87전 하락했다. 엔·달러 환율은 0.27% 오른 달러당 157.66엔이다.강진규 기자 josep@hankyung.com",https://www.hankyung.com/article/202501068826i
