header,summary,content,url,datetime
"골드만 비관론 정면 반박한 SK ""HBM4 설비 투자 늘릴 것""","SK하이닉스 또 최대실적…""하반기 HBM 더 좋다""

2분기 영업익 9.2조…68.5% ↑","SK하이닉스가 고대역폭메모리(HBM) 호황에 힘입어 올해 2분기 사상 최대 실적을 올렸다. SK하이닉스는 “HBM 수요 증가는 의심의 여지가 없다”고 단언했다. SK하이닉스는 2분기 영업이익이 9조2129억원으로 1년 전보다 68.5% 늘었다고 24일 발표했다. 매출은 22조2320억원으로 35.4% 증가했고, 순이익은 6조9962억원으로 69.8% 늘었다. SK하이닉스는 “글로벌 빅테크가 인공지능(AI) 투자를 확대한 덕분”이라며 “D램과 낸드플래시 출하량도 예상을 웃돌았다”고 설명했다.올 하반기에도 AI 기능을 강화하려는 빅테크의 경쟁으로 HBM 같은 고성능·고용량 메모리 수요가 늘어날 것으로 전망된다. SK하이닉스는 “HBM 시장의 급격한 변동 가능성은 낮다”며 “내년 수요에 대응하기 위해 올해 투자를 기존 계획보다 늘릴 것”이라고 했다.
                    






이미지 크게보기



 영업익 50% 이상 HBM서 나와, HBM 성장성 의심할 여지없어 'HBM 가격 하락' 주장도 일축…""1위 사업자로서 협상력 충분""최근 시장에선 내년 고대역폭메모리(HBM) 업황에 대한 긍정론보다 신중론이 우세했다. 세계적 투자은행(IB) 골드만삭스가 지난 17일 분석보고서를 통해 “공급사 경쟁 심화로 내년 HBM 가격이 10% 떨어지고, 가격 결정권이 제조사에서 엔비디아 같은 고객사로 이동할 것”이라고 전망한 영향이 크다. SK하이닉스는 24일 열린 콘퍼런스콜(실적설명회)에 이례적으로 재무·기업설명(IR) 등을 총괄하는 사장급 경영진 송현종 코퍼레이트센터장이 나와 HBM 경쟁력에 대해 상세히 설명했다. 송 사장은 이날 내년 HBM 영업이익률과 고객사 납품 물량 등에 강한 자신감을 나타냈다. ◇ HBM, 범용 제품 동시에 선전SK하이닉스는 24일 “올해 2분기 역대 최대 매출(22조2320억원)과 영업이익(9조2129억원)을 기록했다”고 발표했다. 영업이익률은 41%로 최근 세 분기 연속 40%대를 유지했다.실적 고공 행진의 배경으론 HBM이 꼽힌다. SK하이닉스는 5세대 HBM인 HBM3E 12단 제품을 엔비디아에 가장 먼저 납품하며 ‘넘버 1 공급사’ 위치를 지키고 있다. 2분기 전체 D램 매출에서 HBM이 차지하는 비중은 40% 이상으로 전체 영업이익의 50% 이상이 HBM에서 발생한 것으로 알려졌다. 송 사장은 “HBM3E의 제품 성능과 양산 능력을 바탕으로 올해 HBM 매출을 전년 대비 약 두 배로 늘리겠다”고 말했다.범용 D램과 낸드플래시도 선전했다. SK하이닉스의 올 2분기 출하량(비트 환산 기준)은 전 분기 대비 D램은 20%, 낸드는 70% 이상 급증했다. 미국의 반도체 품목 관세 부과를 앞두고 일부 고객사가 재고 비축에 나섰고, 구형 제품 단종 계획에 따른 더블데이터레이트(DDR)4 주문이 증가한 영향이 크다. ◇ HBM4 시장도 주도 가능SK하이닉스는 올 하반기 D램 업황에 대해서도 긍정론을 이어갔다. AI 기술을 고도화하기 위한 빅테크 간 투자 경쟁으로 HBM 같은 고성능·고용량 메모리 수요가 커질 것으로 전망되기 때문이다.내년 생산이 본격화하는 6세대 HBM(HBM4)과 관련해서도 ‘시장 주도권’에 자신감을 나타냈다. ‘삼성전자가 HBM 최대 큰손인 엔비디아 점유율을 늘리기 위해 ‘매력적인 가격’을 제시할 것이고 SK하이닉스는 점유율을 방어하기 위해 가격을 낮출 수밖에 없을 것’이란 골드만삭스의 관측을 일축한 것이다.김기태 세일즈&마케팅담당(부사장)은 “HBM은 이제 리딩(선도) 사업자가 일정한 협상력을 가질 수 있는 시장으로 변모했다”며 “리딩 사업자가 고객들과 개발 초기 단계부터 밀접하게 협의하는 ‘얼리 인게이지’의 이점 역시 과거에 비해 훨씬 더 커진 상황”이라고 설명했다. 차세대 HBM 개발 경쟁에서 앞서고 있는 장점을 활용해 고성능 제품을 만들면, 50% 넘는 HBM의 높은 영업이익률을 유지할 수 있을 것이란 얘기다. 김 부사장은 “HBM4 원가가 상승할 수 있지만 이를 가격에 반영할 수 있도록 노력할 것”이라며 “고객사와 현재 수익성을 유지하는 수준에서 협상 중”이라고 강조했다.SK하이닉스는 HBM 외 서버용 LPDDR(저전력더블데이터레이트) 기반 모듈(소캠)을 연내 엔비디아에 공급하고, 인공지능(AI)용 그래픽 D램(GDDR7)은 용량을 확대한 24Gb 제품을 준비할 계획이다. 낸드플래시 사업부문에선 2~3년 내 AI 서버의 핵심 반도체로 떠오를 기업용 솔리드스테이트드라이브(eSSD) 경쟁력 강화에 주력하기로 했다. ◇ 시설투자 크게 늘린다SK하이닉스는 HBM 호황과 프리미엄 범용 D램 수요에 대응하기 위해 올해 시설투자 규모를 상향 조정하기로 했다. 회사가 공식적으로 규모를 밝히진 않았지만 반도체업계선 27조원 안팎을 투자할 것이란 분석이 나온다. 지난해 SK하이닉스의 시설 투자 규모인 17조9560억원보다 50.3% 이상 늘어나는 것이다.충북 청주에 짓고 있는 M15X는 원래 계획대로 오는 4분기 준공한다. 내년부터 HBM4를 포함한 최첨단 D램 생산에 활용할 방침이다. SK하이닉스의 올 3분기 실적에 대한 기대도 커지고 있다. 금융투자업계에선 SK하이닉스가 올 3분기에 10조원 넘는 영업이익을 거둘 것이란 전망이 나온다.박의명/황정수/김채연 기자 uimyung@hankyung.com",https://www.hankyung.com/article/2025072404851,2025.07.24 18:22
"23일, 기관 거래소에서 넷마블(-4.9%), 한국전력(+1.48%) 등 순매도",,"기관 투자자는 23일 거래소에서 넷마블, 한국전력, 삼성전자 등을 중점적으로 매도한 것으로 나타났다.기관 투자자의 순매도 상위 20개 종목은 넷마블, 한국전력, 삼성전자, HD현대일렉트릭, 에이피알, 카카오, 두산, 삼성물산, 현대건설, LIG넥스원등이다.이중에 전기,전자 업종에 속한 종목이 3개 포함되어 있다.한국전력, 삼성전자, HD현대일렉트릭 등은 전일 대비 주가가 상승했고, 넷마블, 카카오, 두산 등은 주가가 하락했다.[07월23일]거래소 기관 순매도 상위 종목한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.",https://www.hankyung.com/article/202507237817L,2025.07.23 18:35
"02일, 기관 거래소에서 KODEX 레버리지(-0.82%), 두산(-5.29%) 등 순매도",,"기관 투자자는 02일 거래소에서 KODEX 레버리지, 두산, 한국전력 등을 중점적으로 매도한 것으로 나타났다.기관 투자자의 순매도 상위 20개 종목은 KODEX 레버리지, 두산, 한국전력, NAVER, SK하이닉스, KODEX 200, 현대로템, 두산에너빌리티, 한전기술, KODEX 200타겟위클리커버드콜등이다.이중에 전기,전자 업종에 속한 종목이 3개 포함되어 있다.현대로템, 카카오페이 등은 전일 대비 주가가 상승했고, KODEX 레버리지, 두산, 한국전력 등은 주가가 하락했다.[07월02일]거래소 기관 순매도 상위 종목한경로보뉴스이 기사는 한국경제신문과 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다.",https://www.hankyung.com/article/202507024681L,2025.07.02 18:35
"쿠콘, 지역화폐 테마에 힘입어 ‘급등세’…강한 반등 가능성 열렸다",,"쿠콘이 최근 지역화폐 테마의 강세 흐름을 타며 주가가 크게 상승했다.주가 돌파 배경에는 외국인과 기관의 동반 순매수가 있다. 지난 한 달간 외국인은 약 4만주, 기관은 약 1.6만주를 순매수하며 수급 분위기가 전환됐다.쿠콘은 API 기반 데이터·페이먼트 플랫폼 기업으로, 1분기에 매출 173억 원, 영업이익 43.9억 원을 기록하며 전년 동기 대비 수익성 기준으로 27.8% 성장했다. 특히 페이먼트 부문은 분기 기준 사상 최대 실적을 달성해 성장 모멘텀을 강화했다.재무지표에도 긍정 신호가 포착된다. PER은 약 23배, PBR은 2.5배 수준이며, 배당수익률은 안정적인 0.4%대를 유지 중이다.시장에서는 이번 급등세가 단기 반등인지, 본격 상승 전환의 신호탄인지 주목하고 있다. 전문가들은 “지역화폐 중심의 정책 수요 확대 및 API 기반 플랫폼 사업의 구조적 성장성은 쿠콘의 가치 재평가 여지를 제공한다”고 진단한다. 다만 “글로벌 경기 둔화나 정책 리스크 등이 남아 있는 만큼 단기 랠리보다는 추세 전환 여부에 주의할 시점”이라고 조언한다.삼성전자, 두산에너빌리티, SK하이닉스, 애경케미칼, 다날무료상담",https://www.hankyung.com/article/202507084079a,2025.07.08 10:33
이자 부담 최소화! 증권사 신용대출 3%대로 바꾸는 절호의 기회,,"전송종목 : 한솔아이원스, 아이패밀리에스씨, 대성에너지, 모트렉스, 골프존홀딩스




 

최근 주식 투자자들 사이에서 주식대출(미수/신용융자 등)의 고금리에 대한 부담이 커지고 있다.특히 저금리를 적용 받고 싶어도, 기존 대출을 상환하고 다시 주식을 매수해야 하는 번거로운 절차와 자금 조달의 어려움이 발목을 잡고 있다.이런 현실적인 문제를 해결하고자, 무빙스탁이 ‘증권사 신용, 대환자금대출’ 서비스를 전격 출시했다.이 상품은 주식을 매도하지 않고도, 기존의 고금리의 주식대출(미수/신용융자 등)의 3%대의 혁신적인 저금리 증권사로 전환할 수 있도록 상환자금을 제공하는 것이 핵심이다.무빙스탁 관계자는 “현재 증권사 이벤트 금리는 연 3%대 수준으로, 기존 9~10%대 고금리를 적용받는 투자자라면 절감 효과가 상당하다”며, 금리를 5%만 낮추면 “1억원 신용대출 기준으로 연간 약 500만원, 3억원이라면 1,500만원까지도 절약할 수 있다”고 밝혔다.더 놀라운 점은, 현재는 이벤트 기간으로 대환자금대출 신청시 발생하는 이자 비용까지 ‘0원’이라는 사실이다. 대환자금에 대해서 하루의 대출이자도 부담하지 않고 기존 고금리 대출을 저금리로 전환할 수 있어, 고금리 부담에 시달리던 투자자들에게 큰 호응을 얻을 전망이다.이 서비스는 부동산 시장에서 흔히 이용되던 대환대출 개념을 증권시장에 도입한 혁신적인 시도로, 주식 투자자들의 자금 운용에 새로운 대안을 제시할 것으로 기대된다.무빙스탁 ‘증권사 신용, 대환자금대출’의 비용 무료 이벤트는 이벤트 기간 동안 한정적으로 제공되는 만큼, 신용융자를 이용 중인 투자자라면 지금 바로 확인해볼 필요가 있다.★ 장마감 시간이 가까워질수록 문의가 많아 상담이 지연될 수 있습니다.★ 7월 문의하신 고객들이 많이 보유하신 종목으로는 삼성전자, POSCO홀딩스, 셀트리온, 포스코퓨처엠, 에코프로비엠, NAVER, 에코프로, 삼성SDI, LG화학, SK하이닉스, 두산에너빌리티, 카카오, SK이노베이션, LG에너지솔루션, 엘앤에프, 삼천당제약, 현대차, 알테오젠, HPSP, LG전자 등이 있습니다.★ 안내사항과도한 빚은 당신에게 큰 불행을 안겨줄 수 있습니다. 대출 시 신용등급 하락으로 다른 금융거래가 제약받을 수 있습니다. 중개수수료를 요구하거나 받는 것은 불법입니다.상호명: ㈜단비대부 2021-서울영등포-2102(대부업) | TEL: 1544-4886 | 대출금리: 연 20%이내(연체금리는 약정금리+3%p이내, 최대 연 20%이내) | 단, 2021. 7. 7.부터 신규체결, 갱신, 연장되는 계약에 한함 | 채무의 조기상환 조건 및 부대비용 없음. (단, 신용조회비용 및 담보권설정비용 있음), 이자 외 별도로 중개수수료를 요구하거나 수취하는 것은 불법입니다. | 대표이사: 박동원 | 사업자등록번호: 274-86-00231 | 등록기관명칭: 서울 영등포구청(담당부서: 일자리경제과, 02-2670-3420) | 소재지 : 서울 영등포구 여의대방로67길 11, 5층 517호 | 개인정보관리자메일: help@danbifund.co.kr무료상담",https://www.hankyung.com/article/202507173376a,2025.07.17 09:33
"[마켓PRO] ""주가조정은 기회""…고수들, SK하이닉스·한화엔진 매수",,"※한경 마켓PRO 텔레그램을 구독하시면 프리미엄 투자 콘텐츠를 보다 편리하게 볼 수 있습니다. 텔레그램에서 ‘마켓PRO’를 검색하면 가입할 수 있습니다.





                투자수익률 상위 1％ 고수들이 21일 오전 SK하이닉스를 집중 매수하고 있다. 반면 삼성중공업은 가장 많이 팔았다.미래에셋엠클럽에 따르면 투자 고수들은 이날 개장 직후부터 오전 10시까지 국내 증시에서 SK하이닉스, 한화엔진, 한국전력 등을 많이 순매수했다. 미래에셋증권 계좌로 주식을 거래하면서 최근 한 달 수익률 상위 1％에 속하는 투자자의 매매동향을 취합한 결과다.오전 10시 현재 SK하이닉스가 이전 거래일보다 1.67% 올랐고, 한화엔진이 8.06% 상승했다. 한국전력은 0.97% 강세다. SK하이닉스는 미 투자은행(IB) 골드만삭스의 투자의견 하향 조정으로 지난 17일 주가가 9% 급락한 뒤 반등을 시도하는 모습이다. 한화엔진은 2분기 친환경 엔진 사업의 호조 기대로 지난 8일 이후 상승 탄력을 받고 있다.
                    




                같은 시간 고수들이 가장 많이 순매도하고 있는 종목은 삼성중공업, 두산에너빌리티, 펩트론 순이다. 주가는 각각 직전 거래일 대비 2.45%, 3.24%, 0.34% 변동했다. 삼성중공업과 두산에너빌리티는 최근 3개월간 주가가 크게 오르며 이익실현을 자극한 것으로 보인다.
                    




                이태호 기자 thlee@hankyung.com",https://www.hankyung.com/article/202507211257i,2025.07.21 11:01
"한미반도체, HBM 열풍·관세 완화 기대에 주가 강세 지속",,"한미반도체(042700)가 글로벌 AI 반도체 수요 및 미국·중국 간 관세 불확실성 완화 기대를 중심으로 최근 주가가 강한 상승세를 이어가며 주목받고 있다.우선, HBM(고대역폭 메모리) 관련 장비 수요 확대가 실질적 모멘텀으로 작용하고 있다. 회사는 2023년 초부터 HBM용 ‘듀얼 TC본더’ 장비를 SK하이닉스와 공동 개발해 공급해왔으며, 이 기술력을 바탕으로 수익성이 크게 개선됐다. 실제로 주가는 지난 수년간 크게 상승했다.여기에 미국과 중국 간 관세 협상 진전 기대가 반도체 업종 전반에 긍정적으로 작용했다. 또한, SK하이닉스와의 TC본더 가격 논의 과정에서 일부 조정 장치가 마련되며, 시장에서는 기술력 우위뿐 아니라 공급 협상력에서도 우위를 점하고 있다는 평가가 나온다.한화오션, 두산, 삼성전기, 한미반도체, 크래프톤무료상담",https://www.hankyung.com/article/202507035436a,2025.07.03 14:53
"코스피, 외인·기관 순매도에 3200선 내줘…코스닥도 '하락'",원·달러 환율 1380원대,"15일 오전 서울 중구 하나은행 딜링룸에서 직원들이 업무를 보고 있다. /사진=연합뉴스

                코스피가 장 초반 하락하며 3200선을 내줬다. 코스닥도 약세를 보이고 있다.16일 오전 9시3분 현재 코스피는 전일 대비 22.71포인트(0.71%) 하락한 3192.57을 가리키고 있다. 3207.48에 개장한 코스피는 우하향하며 3200선을 밑돌고 있다.외국인과 기관의 매도세가 거세다. 유가증권시장에서 외국인은 1509억원, 기관은 1170억원을 순매도하고 있다. 개인은 2806억원을 순매수하는 중이다.네이버(1.4%)를 제외한 코스피 시가총액 상위주는 대부분 하락하고 있다. KB금융(-2.93%), 두산에너빌리티(-2.14%), 한화에어로스페이스(-1.06%), 신한지주(-0.85%), HD현대중공업(-0.76%), 삼성전자(-0.71%), SK하이닉스(-0.67%), LG에너지솔루션(-0.63%), 현대차(-0.47%), 삼성바이오로직스(-0.28%)가 파란불을 켰다.같은 시각 코스닥 지수는 전일 대비 5.94포인트(0.73%) 밀린 806.94에 거래되고 있다. 810.9에 개장한 코스닥 지수도 장중 내리막길을 걷고 있다.코스닥 시장에서도 외국인은 692억원, 기관은 39억원을 순매도하며 지수를 끌어내리고 있다. 개인은 홀로 898억원을 순매수하고 있다.코스닥 시가총액 상위주도 약세를 보이고 있다. 리가켐바이오(-2.56%), 코오롱티슈진(-2.06%), 알테오젠(-2.03%), 삼천당제약(-1.69%), HLB(-1.54%), 레인보우로보틱스(-1.09%), 에코프로(-0.95%)가 하락중이다.원·달러 환율은 전날 야간장 대비 1.5원 내린 1386.7원을 가리키고 있다.뉴욕증권거래소(NYSE)에서 15일(현지시간) 다우존스30산업평균 지수는 전일 대비 436.36포인트(0.98%) 내린 4만4023.29에 마감했다. 스탠더드앤드푸어스(S&P)500 지수는 24.80포인트(0.4%) 하락한 6243.76을 기록했다. 반면 기술주 중심의 나스닥 지수는 37.47포인트(0.18%) 오른 2만677.8로 장을 마쳤다. 나스닥은 사상 최고치를 경신했다.이날 6월 소비자물가지수(CPI)가 발표됐다. 6월 CPI는 전월 대비 0.3% 올라 5월의 0.1%보다 상승 폭이 확대됐다. 전년 동기 대비로는 2.7% 상승해 5월의 2.4%보다 높아졌다. 전문가 추정치(2.6%)도 소폭 웃돌았다.진영기 한경닷컴 기자 young71@hankyung.com",https://www.hankyung.com/article/2025071609376,2025.07.16 09:12
골드만삭스 한마디에 주가 급락…SK하이닉스 개미들 '비명' [종목+],"""SK하이닉스 투자의견 '매수'→'중립' 하향""
""내년 HBM 독점적 지위 흔들…가격 경쟁력 약해져""","SK하이닉스 이천공장 /사진=SK하이닉스 제공

                사상 첫 30만원대 주가로 올라선 이후 추가 상승을 타진하던 SK하이닉스가 발목이 잡혔다. 그동안 '실적 효자' 역할을 했던 고대역폭메모리(HBM) 시장에서 독주 체제가 지속되기 어려울 것이란 증권가의 분석이 나오면서 투자심리가 급격히 얼어붙었기 때문이다. 다만 인공지능(AI)이 촉발한 HBM 슈퍼 사이클은 계속될 것으로 예상되는 만큼 투자 매력은 여전히 유효하다는 분석도 나온다. 17일 오후 1시30분 현재 SK하이닉스는 전일 대비 7.77% 내린 27만3000원에 거래되고 있다. 주가는 장중 한때 8.78% 떨어진 27만원까지 밀리면서 27만원선이 무너질뻔하기도 했다. 지난 14일 30만원으로 거래를 마쳐 SK그룹 편입 후 종가 기준으로 12년 만에 최고가를 기록한 후 추가 상승을 시도했지만 이날 갑자기 급락세를 나타내고 있는 모습이다. 이 시각 현재 외국인과 기관 투자자가 물량을 내놓고 있다.이날 주가 상승세에 찬물을 끼얹은 건 외국계 증권사의 분석 때문으로 풀이된다. 골드만삭스는 이날 SK하이닉스에 대한 투자의견을 기존 '매수'에서 '중립'으로 하향 조정했다. 내년부터 HBM 시장의 경쟁 심화로 제품 가격이 하락할 것이란 이유에서다. 이렇게 되면 공급자 우위 시장에서 구매자 우위 시장으로 성격이 변해 가격 결정력도 주요 고객사로 넘어갈 것으로 관측됐다.골드만삭스는 ""AI 반도체 시장의 핵심인 HBM의 장기 성장 가능성은 여전히 유효하다""며 ""다만 경쟁이 심화되고 SK하이닉스의 의존도가 높은 주요 고객사로 가격 결정권이 점차 이동하면서 내년엔 HBM 가격이 처음으로 하락할 수 있다""고 지적했다.국내 증권사에서도 HBM 가격 하락을 예상하며 SK하이닉스가 지금까지와 같은 성장세를 이어가기 어려울 것으로 분석했다. 김형근 대신증권 연구원은 ""HBM4 가격 프리미엄 축소 가능성을 반영해 내년 HBM 평균판매단가(ASP) 전망을 기존 올해 대비 7% 증가에서 6% 감소로 하향했다""고 밝혔다.주가가 단기간 급등해 차익실현 압박이 커진 상황 속에서 이같은 우려까지 맞물리자 매도 물량이 대거 쏟아진 것으로 보인다. 그동안 SK하이닉스는 AI 반도체 칩 대장주 엔비디아 공급망에 올라타 HBM 시장을 사실상 독식하며 고공 성장했다. 엔비디아는 전 세계 HBM 물량의 70%가량을 소비하는 'AI 큰손'이다. SK하이닉스는 5세대 HBM3E를 엔비디아에 사실상 독점 공급하고 있으며 지난 3월엔 6세대 HBM4 샘플을 가장 먼저 공급했다.이 때문에 증권가에선 SK하이닉스가 올 2분기에도 사상 최대 이익을 거뒀을 것으로 추정한다. 금융정보업체 에프앤가이드에 따르면 이 기간 SK하이닉스의 매출액과 영업이익은 각각 전년 동기 대비 25.1%와 64.58% 급증한 20조5374억원, 9조3억원으로 추산했다. 2분기 영업이익률만 52%에 달할 것으로 예상된다.다만 HBM 시장에서 SK하이닉스의 입지가 크게 흔들리지 않을 것이란 관측도 나온다. 김록호 하나증권 연구원은 ""후발업체인 마이크론의 HBM3E 12단 진입으로 (SK하이닉스의) 점유율이 일부 축소될 것""이라 ""그러나 선제적 공급 진입과 그에 따른 수익성 유지는 여전히 유효하다""고 판단했다.이어 ""엔비디아를 필두로 AI 관련 반도체 공급 사슬 주가가 신고가를 형성하고 있어 SK하이닉스 역시 이에 동행할 가능성이 높다""며 ""단기적으로 주가가 급등한 부분도 있지만, AI 주도의 반도체 사이클에서 수혜 강도가 높은 만큼 비중 확대 전략을 유지하는 게 합리적""이라고 밝혔다.고정삼 한경닷컴 기자 jsk@hankyung.com",https://www.hankyung.com/article/2025071743286,2025.07.17 13:30
"코스피, 연고점 경신 후 3160선으로 '후퇴'…코스닥도 약세 마감","外人, 코스피 현·선물 1조 순매도
코스닥지수도 4거래일 만에 '하락'
리튬·인공지능(AI) 등 일부 테마주 '급등'","사진=게티이미지뱅크 

                코스피지수가 22일 연고점 돌파 이후 차익실현 매물이 나오면서 3160선으로 주저앉았다.이날 코스피지수는 전일 대비 40.87포인트(1.27%) 내린 3169.94에 장을 마감했다. 지수는 이날 장중 한때 상단을 3220.27까지 높이면서 연고점을 경신했지만 곧바로 매수세가 꺾이면서 3200선을 내줬다.2분기 글로벌 기업들의 호실적 전망에도 불구하고 다음달 1일 트럼프 행정부의 상호관세 부과 시점이 다가오는 데다 최근 '서머랠리'에 따른 차익실현 욕구가 나타난 것으로 풀이된다.외국인과 기관이 매물을 던지면서 지수를 끌어내렸다. 외국인은 이날 코스피 현물시장에서 2659억원, 코스피200 선물시장에서 7950억원 등 총 1조609억원어치의 매물을 쏟아냈다. 기관도 4608억원 순매도했다. 반면 개인은 7132억원어치 매수우위였다.시가총액 상위주들은 대부분 하락했다. 삼성전자(-2.65%), SK하이닉스(-1.47%), KB금융(-0.35%), 두산에너빌리티(-8.48%) 등이 떨어졌다. LG에너지솔루션(0.76%), 삼성바이오로직스(0.29%), 한화에어로스페이스(0.33%) 등은 상승했다.LIG넥스원은 증권가의 밸류에이션 부담 평가에 6.19% 급락했다. LG유플러스는 자사주 소각 결정 소식에 1.34% 상승 마감하며 신고가를 경신했다. 비에이치는 폴더블 아이폰 부품 공급 기대감에 19.34%, YG PLUS는 넷플릭스 협업 소식에 14.1% 급등했다.코스닥지수도 4거래일 만에 하락 전환했다. 이날 코스닥지수는 전일 대비 1.06% 떨어진 812.97에 장을 마쳤다. 코스닥시장에서도 개인이 2018억원 순매수한 반면 외국인과 기관은 각각 474억원과 1496억원 순매도했다.코스닥 시총 상위주들은 대부분 떨어졌다. 알테오젠(-1.45%), 에코프로비엠(-3.79%), 펩트론(-0.66%), HLB(-0.99%), 에코프로(-3.83%), 파마리서치(-0.35%) 등이 하락했다.리튬 가격 강세 소식 이후 리튬포어스(29.99%), 하이드로리튬(17.12%) 등 관련주들이 이날도 폭등했다. AI 정책 기대감에 포바이포(29.95%), 산돌(19.7%), 크라우드웍스(9.76%) 등이 뛰었다.원·달러 환율은 소폭 내렸다. 이날 오후 3시30분 기준 서울 외환시장에서 원·달러 환율은 전일 대비 0.4원 하락한 1387.8원에 주간 거래를 마쳤다.노정동 한경닷컴 기자 dong2@hankyung.com",https://www.hankyung.com/article/2025072247656,2025.07.22 15:43
